AZAM "2021-08-15 13:00:00" 39.50594946159199 38.34683864261234 39.1321731520902 39.707749461584015 40.3699306941579 38.51936386373839    43.9
AZBH "2021-08-15 13:00:00" 42.05703850165203 41.16320320843258 41.20971800777924 42.12787391864845 42.09196849091937 35.00941956564338    38.9
AZRV "2021-08-15 13:00:00" 17.36082508753664 11.219898429350676 15.619216040607393 13.857242473524868 14.909608233097847 16.666086282346335    14.4
BIGE "2021-08-15 13:00:00" 30.87169586755872 30.29178106853254 30.52847899369632 30.993800802237185 30.8438853366681 33.22018855121599    26.3
CTI4 "2021-08-15 13:00:00" 21.2015399156894 20.148674271632053 20.102096251717818 20.26692984754044 19.97151049767497 17.46930852015712    21.1
ERAU "2021-08-15 13:00:00" 19.40500851233606 13.267118421192365 20.036574164680587 17.74716573929255 14.705887247969615 17.504493085871182    22.4
GMPK "2021-08-15 13:00:00" 44.19262948185412 44.43262295243652 45.42263642978439 43.97672020331994 44.80273938360025 46.60187440986656    44.0
KEND "2021-08-15 13:00:00" 30.216085530685056 28.16781146696382 29.82523474107425 28.870657354341603 29.47360973420932 28.952013186449378    35.5
KITT "2021-08-15 13:00:00" 30.85616234137941 29.74351467020766 30.086094646373702 30.592967617568767 31.14101486469786 29.68162741683706    30.5
KP52 "2021-08-15 13:00:00" 27.811161910411776 21.07351741094924 29.674134922291323 28.039265534525622 22.029548808836832 24.84403006168185    31.9
LUCK "2021-08-15 13:00:00" 31.89710565746672 29.572255266019752 31.34229933425677 30.28683287143855 30.93048825775669 30.249923476328053    37.6
MING "2021-08-15 13:00:00" 18.31544965176967 13.464603908058212 19.35527747559029 18.2955878457066 14.723046095689009 19.49920831840752    13.7
MORT "2021-08-15 13:00:00" 20.467965090029388 14.327137176879344 20.31250435485038 19.336745011640936 16.168484552589863 18.84452772158067    24.9
MUND "2021-08-15 13:00:00" 18.885186569089555 14.270522682162722 21.71908253275883 20.132842145389585 16.961421314285204 16.29795565034795    18.6
P001 "2021-08-15 13:00:00" 48.34100389394737 47.10150390203454 48.50895772101842 48.37116612829023 48.64093960200343 48.93045049313356    49.6
P003 "2021-08-15 13:00:00" 56.8038052184637 56.57293683590832 58.56297001609413 57.14366553623743 57.25983542345367 58.18890036939317    59.7
P004 "2021-08-15 13:00:00" 17.95976955119695 12.873575817845513 19.630315984394606 17.623728449454582 14.561814665222569 16.73472194614029    17.1
P008 "2021-08-15 13:00:00" 23.259392368518643 17.616558107993143 21.859537948242536 23.94411912943168 22.08692472853293 16.20051396876061    25.1
P010 "2021-08-15 13:00:00" 22.73753256109788 19.4791600692622 22.72879267179944 22.12696800276257 19.91989923747926 19.62422048369533    21.7
P011 "2021-08-15 13:00:00" 20.821830519113465 19.10197294883194 21.352346916758783 21.61984055721972 21.43315064530938 16.84772354556405    23.1
P014 "2021-08-15 13:00:00" 37.64765761588106 35.75347301672298 36.94496645871109 36.828788548731424 36.43140014268411 37.15947221538841    41.0
P015 "2021-08-15 13:00:00" 20.561583971679905 12.7422122488594 18.65993847602285 15.571869354802107 18.67764805318264 17.079190408998624    19.0
P026 "2021-08-15 13:00:00" 29.498223143487223 28.678068279425887 28.689930323211527 28.816679233052326 26.977238222122125 28.025952044314064    36.9
P107 "2021-08-15 13:00:00" 17.494324087222697 15.228450374663574 15.167238836729078 16.63835637068822 19.08134358360348 12.879578626488891    17.7
P623 "2021-08-15 13:00:00" 40.52266082690825 39.977090985435694 39.45361385250857 39.94909671869725 40.278491290614994 37.43520774421505    41.8
SA46 "2021-08-15 13:00:00" 47.33279596552802 43.13195149750221 45.03582639615924 44.482517570129005 44.03608957595726 43.57158781277122    46.6
TNPP "2021-08-15 13:00:00" 55.7570399227064 55.459444226848 56.32431546994181 55.93418793097313 55.752119310745016 53.60233772534944    53.9
