AZAM "2021-08-15 15:00:00" 39.57559227183306 37.56217567139666 38.67945332174735 40.07826085539121 39.8949756920424 40.14190251835888    44.1
AZBH "2021-08-15 15:00:00" 42.78591793242997 41.17714812918025 40.65843549083129 42.7397487128769 42.194919938711614 34.18517313708867    35.4
AZRV "2021-08-15 15:00:00" 19.430077074250462 12.31659025740917 17.687353309143113 15.200413246203633 19.168725286594544 14.05394879897437    15.8
BIGE "2021-08-15 15:00:00" 31.450441527291005 30.533979580053444 33.98167365334956 31.25010615486057 31.59649732907146 32.696447241159646    26.0
ERAU "2021-08-15 15:00:00" 20.17035416083901 14.377420498335796 22.88344600173625 19.181475037261613 18.796237670360576 18.07281137302667    23.1
GMPK "2021-08-15 15:00:00" 45.59624832908774 46.10146928959101 46.05491182285276 45.9259779449995 46.154574157615166 42.824231671317335    45.5
KEND "2021-08-15 15:00:00" 30.99299878112741 28.387142083373377 32.378064018940385 30.028923710607977 31.53769423196556 29.10057578691377    35.5
KITT "2021-08-15 15:00:00" 31.33290249089126 28.524977991535483 28.74887687059014 29.462805994526576 29.59516827258249 28.049170373385344    29.2
KP52 "2021-08-15 15:00:00" 27.14549079924944 22.32273649917125 29.493840656624936 29.465396601571754 25.554228083717632 25.223622543715084    32.3
LUCK "2021-08-15 15:00:00" 32.96228546696397 29.775432367007248 33.012330302106704 31.44060880397256 32.66949412155827 31.06287970285034    37.5
MING "2021-08-15 15:00:00" 18.83986814565894 15.176692030392283 21.59351691389844 20.643426526184854 17.286375977743866 19.076793947166983    15.2
MORT "2021-08-15 15:00:00" 18.833460601302257 16.05673515558943 23.331854717753288 21.27510478760836 19.11965453148425 18.59366641720109    25.2
MUND "2021-08-15 15:00:00" 18.65532951203313 15.1394408572104 22.07304517205607 22.752005658705887 17.621287891715852 17.61300167387777    20.1
P001 "2021-08-15 15:00:00" 48.9141226702464 46.94800402751399 48.10726719491363 49.17262479606823 48.30726670523369 47.7855271890523    51.1
P003 "2021-08-15 15:00:00" 57.75111356180581 57.80577052913732 59.230717779493006 59.121845490208585 59.98315532708686 55.65829602804194    56.8
P004 "2021-08-15 15:00:00" 18.61919648400584 14.525675564872287 21.20282525340868 19.86533284640543 17.566452642865702 17.67156972629533    19.2
P008 "2021-08-15 15:00:00" 22.750031263584745 17.259264332408513 22.04525183905444 22.432989263477715 20.04006342176645 17.306915066702366    24.3
P010 "2021-08-15 15:00:00" 22.49627382694325 18.05166524718585 23.779245483047376 23.2111674840791 21.429460384867344 20.700287275421623    21.4
P011 "2021-08-15 15:00:00" 20.123003622647225 18.059452106053424 21.44666636384325 20.673127903379715 18.85395706849846 16.739891718055965    23.6
P014 "2021-08-15 15:00:00" 38.49066252438707 35.15593489660802 37.42597603716547 37.23334764328172 36.4779748402776 36.51954987455433    41.2
P015 "2021-08-15 15:00:00" 19.82594571572836 12.874021593699572 20.826659714418515 19.284828305098458 19.987877728943086 14.875628242504352    20.4
P026 "2021-08-15 15:00:00" 28.32309599061976 26.18130939901086 26.244530469546245 26.55518345004913 26.62398719980729 27.16919514613064    37.0
P107 "2021-08-15 15:00:00" 19.30815117317404 16.325404155568368 15.647845629167314 17.1138645265207 19.74235994210642 15.193579438371948    19.9
P623 "2021-08-15 15:00:00" 41.04524109953548 41.39500181112774 41.6212610003334 41.90938215265764 41.1902780308382 36.9426393760855    40.2
SA46 "2021-08-15 15:00:00" 45.75942495808968 42.53239543027115 47.28884187123708 44.861363463873744 43.51088996713924 44.33141955375652    46.3
TNPP "2021-08-15 15:00:00" 56.36988954168486 56.39410560650093 58.60307721455964 58.21482266777763 58.95419303095865 53.18165116494671    57.1
