AZAM "2021-08-15 19:00:00" 41.157798147488606 37.38094913206044 39.760452666851975 41.9126177327513 38.91367609429922 36.60849828960326    43.5
AZBH "2021-08-15 19:00:00" 40.979440554462485 40.4059323948277 36.48893268816198 38.47933599476924 35.601233870793706 34.49827408838161    36.5
AZRV "2021-08-15 19:00:00" 17.913540872510346 12.620633529758669 15.655249619394104 17.636769122491877 19.247159478531938 10.81576118247899    13.0
BIGE "2021-08-15 19:00:00" 31.78928870419777 29.29662031591018 34.80126775376704 32.38474611767316 29.088216987249982 31.49884103689721    21.7
CTI4 "2021-08-15 19:00:00" 20.574755138701708 18.46436630708123 18.84568457032889 19.44832188853444 18.759325052961884 16.759491079007905    21.2
ERAU "2021-08-15 19:00:00" 18.62320007387705 17.272124741009556 21.311594164650074 20.29829133758902 18.44497040615918 15.457071638797158    25.8
GMPK "2021-08-15 19:00:00" 46.583255327188766 46.76164646952995 46.50440715714815 45.75476152059441 41.06027319592472 47.36405890814886    44.4
KEND "2021-08-15 19:00:00" 32.67279637046774 27.973149208542736 31.4589249544269 32.943502488038895 30.997082575959404 25.28479035245405    36.0
KITT "2021-08-15 19:00:00" 30.846900928929948 27.93362199533136 31.506578315361143 30.498616929812936 28.25033239767342 28.78532734533896    30.2
KP52 "2021-08-15 19:00:00" 26.90263538821217 22.742130371615737 26.462389072811888 25.813280863302307 28.592031128741887 20.60611691925224    33.2
LUCK "2021-08-15 19:00:00" 34.4219931352045 29.27577121752438 32.70429387837122 35.87728092889148 32.09203908876064 27.18159786155403    37.3
MING "2021-08-15 19:00:00" 17.327693268752338 16.410923392799464 20.903697293261686 18.283027872355927 19.2320270063948 15.20256951129362    16.7
MORT "2021-08-15 19:00:00" 19.32592079813009 16.967181666232705 21.912583536547835 21.20692213233981 19.34706093802435 15.281668622710288    27.6
MUND "2021-08-15 19:00:00" 17.936878997155222 16.41190756666417 21.142044313268343 18.12164596632311 18.848579846552013 16.37349301919462    23.2
P001 "2021-08-15 19:00:00" 49.48304932601575 46.85519541580023 48.72371131819083 49.6623328934974 46.028113194610405 46.62951080467965    51.3
P003 "2021-08-15 19:00:00" 56.821394141818615 55.73021684021892 58.64558079295286 57.7337387775861 51.22802955072829 58.33313840404134    56.3
P004 "2021-08-15 19:00:00" 20.334494337081644 16.58432769681741 22.23370397487932 18.756901133628613 19.82642672813653 14.345802210135458    23.1
P008 "2021-08-15 19:00:00" 22.18861330764533 16.95533932260466 22.527914089205627 19.940337756784963 20.422282925380667 16.005387973612358    24.3
P010 "2021-08-15 19:00:00" 26.99645065740792 20.49714295022468 25.2782600958442 26.45332004577279 22.16021573200833 20.14594625528453    25.6
P011 "2021-08-15 19:00:00" 25.376564400525005 17.601784375229286 20.818462721339102 22.48781452507959 23.782457588557087 16.295649085054052    21.4
P014 "2021-08-15 19:00:00" 39.159395980040514 34.5538525865772 38.51429435565775 37.5817522856063 35.60589950201444 35.19482350105508    42.5
P015 "2021-08-15 19:00:00" 17.47951836656831 12.703065086468394 18.230130328007665 20.16483086005086 15.874893110964846 11.087445729294746    17.4
P026 "2021-08-15 19:00:00" 27.52748522473292 24.346000886709927 24.407776563926177 25.260652758420555 22.87778521753557 27.06606308853849    36.5
P107 "2021-08-15 19:00:00" 18.362532826078727 15.853844357688828 15.415040867270346 15.232413980308491 14.888073406693607 13.89491297467781    19.2
P623 "2021-08-15 19:00:00" 39.78143938682592 39.9460587841753 39.95317823097855 40.02097383986572 38.11106845185585 37.576435089755606    40.7
SA46 "2021-08-15 19:00:00" 47.41942334445815 40.88874316917963 48.76827373061492 45.55865173992243 42.22870448068984 41.89949195071926    46.0
TNPP "2021-08-15 19:00:00" 56.70317088919511 55.199442500332985 56.64445264877874 56.33435170672967 59.13207772964927 53.38738089351041    57.8
