AZAM "2021-08-16 03:00:00" 36.147955326473934 36.049980229538 37.28126867738189 33.62406400498164 37.80722669109335 31.52596932004177     40.0
AZBH "2021-08-16 03:00:00" 37.31436177307123 39.77596978926103 37.43502666223616 37.96191094477727 34.43047343264128 37.85531488548621     38.0
AZRV "2021-08-16 03:00:00" 26.78439203991961 28.289555487830533 20.11847489619212 19.73731305781692 23.59625544763293 33.08375811666988     20.4
BIGE "2021-08-16 03:00:00" 22.39156162557083 20.275650182550468 24.026177712320493 21.905689198824803 20.49109148097794 28.95462559622668     15.4
CTI4 "2021-08-16 03:00:00" 19.309277999658416 20.19275458861755 19.882617180360093 19.691267934525182 20.23545406836448 18.88219876753256     19.1
ERAU "2021-08-16 03:00:00" 20.67905434749319 19.64681418757707 19.644728467241485 25.45249452094319 20.943518306930955 18.87838176208592     29.2
GMPK "2021-08-16 03:00:00" 40.09222850019107 36.24617918139791 46.15367246357543 44.31035984869474 39.217207122642805 35.86466902197958     32.3
KEND "2021-08-16 03:00:00" 28.602749477089944 27.67936944076658 28.105002936925487 26.693693256397964 27.077158840035885 25.47472479011552     33.1
KITT "2021-08-16 03:00:00" 26.79246628791844 26.77638468932656 29.1545513173158 25.097552716682976 28.40785554420575 26.07860582868453     22.1
LUCK "2021-08-16 03:00:00" 29.277891456368643 29.07706455971505 29.304073929003973 28.08182927890804 28.33767321676209 24.466507654247312     35.2
MING "2021-08-16 03:00:00" 21.48977693208889 18.99111688219666 19.413229594760256 21.833440513156138 24.60289004156112 20.36982038987871     22.2
MORT "2021-08-16 03:00:00" 25.718758854981324 19.319723880620145 21.222976851770813 25.49217439493875 28.80741574292682 21.933693712578016     31.3
MUND "2021-08-16 03:00:00" 19.74121898557452 19.4677839563829 17.565058266871475 21.99502393381444 19.253567347760097 19.374156683647232     25.6
P001 "2021-08-16 03:00:00" 47.67802783661422 45.01752461017789 43.59866831747056 46.61938372255236 46.05298367531443 41.29862848085857     48.5
P003 "2021-08-16 03:00:00" 45.379349535421056 43.44000975399156 50.066679678368224 49.87801651262127 47.83646576109607 45.3512902283117     41.3
P004 "2021-08-16 03:00:00" 19.472078400210343 18.285623467101544 17.231375912210176 21.10369874864013 21.742412890266262 22.18488283465988     26.8
P008 "2021-08-16 03:00:00" 18.273670825155094 21.64855325010894 17.52356769753631 18.18813602957299 17.78284916368586 15.421213629148085     25.3
P010 "2021-08-16 03:00:00" 24.812159608015325 21.76982833279704 27.94824002268567 24.26294027067429 28.913119136839548 27.068166966633434     28.8
P011 "2021-08-16 03:00:00" 19.61947594657794 18.76046518518812 15.452025129307682 18.260952308163763 19.45332513640106 14.528049273400011     21.6
P014 "2021-08-16 03:00:00" 33.11586329576645 30.51298087775737 34.95725426006196 31.24779075779551 33.93036683968962 32.336409035045456     34.8
P015 "2021-08-16 03:00:00" 25.05379989171244 27.95527408294144 25.775095041668127 25.30903710868533 31.42373105148157 32.835976769631     27.6
P026 "2021-08-16 03:00:00" 20.41875264844613 16.81366154910303 18.36305862624922 19.063676083765728 17.67071270347453 19.413878881285928     31.2
P107 "2021-08-16 03:00:00" 26.447215957331423 20.639750827608147 20.292880885396794 29.468079756010454 26.687275042361968 20.4176997327858     24.6
P623 "2021-08-16 03:00:00" 38.57291829584027 42.520093056718 38.6639413644652 40.18916368620041 37.66972787600816 41.48414450964359     38.0
SA46 "2021-08-16 03:00:00" 39.248917455014 35.53353712343018 39.671220526255965 38.50205151759323 39.8535835446538 38.009563022391255     38.1
TNPP "2021-08-16 03:00:00" 59.46870146852071 57.06502267360207 56.10606864223057 58.20962418174514 60.70548233920964 48.735979612810524     52.0
