AZAM "2021-08-15 21:00:00" 41.45533227592181 40.686492036668895 39.9029443850562 41.22241884909885 40.37289899940482 32.8375920525016    43.3
AZBH "2021-08-15 21:00:00" 40.48937976731506 37.67856617471621 36.9658861482486 37.20121210523602 34.013289577199586 34.5713766941609    37.3
AZRV "2021-08-15 21:00:00" 17.559335827968525 12.58441798731879 13.5641422217317 14.30913617013707 16.057540191827837 15.937122993182996    14.5
BIGE "2021-08-15 21:00:00" 30.65328537283954 29.50862632137013 31.641629981000467 31.905572717434023 30.94262245463833 32.09293176021455    19.4
CTI4 "2021-08-15 21:00:00" 21.61173268364796 20.60319523777632 20.822777434407044 21.16349504580869 20.4323889593553 20.305873079403728    21.0
GMPK "2021-08-15 21:00:00" 40.819164431777565 44.937018111621256 47.52331073649286 45.56026489992344 42.418681541568944 46.38370614231942    41.2
KEND "2021-08-15 21:00:00" 31.72367188221098 28.79649736958635 30.888423967700263 31.45060763394256 31.071956270572542 24.303773607490392    36.5
KITT "2021-08-15 21:00:00" 32.71784720355267 28.92786195225762 31.479835065083 29.661547810110907 30.90608486494694 27.73827884516124    28.6
KP52 "2021-08-15 21:00:00" 25.06185149242716 23.933616074631665 27.754414475900287 29.30177798424368 25.584871722694217 22.23543611806077    34.6
LUCK "2021-08-15 21:00:00" 33.04508674842816 30.10345982098476 32.17954866649491 32.38844641488704 32.81516224709632 26.75149700770289    37.9
MORT "2021-08-15 21:00:00" 21.7301011440998 19.084283616910167 23.626334143882985 24.211739572625056 20.528522089579543 16.735720500644803    28.6
MUND "2021-08-15 21:00:00" 22.733019172178004 18.82619432691783 26.10179076851513 24.824004100969105 19.75315213987607 13.25256285683268    24.2
P001 "2021-08-15 21:00:00" 51.17870627915091 46.78590645963007 50.82356798273804 50.97128004212038 46.72056943608434 45.3918524104534    51.7
P003 "2021-08-15 21:00:00" 52.746922691339165 52.32574391437173 57.57133399979228 57.637279440225214 52.8652461032213 56.36779434579387    52.3
P004 "2021-08-15 21:00:00" 20.390937280551384 18.603989701638326 22.10235808681115 22.30596240106077 19.218952543769696 14.713447207928606    31.0
P008 "2021-08-15 21:00:00" 22.04489216432573 17.718292173769957 20.32436705895479 17.90267377987544 18.954518699253136 15.864993150079194    22.3
P010 "2021-08-15 21:00:00" 24.765749916291952 23.34495397608104 26.932436403034128 25.62938616826358 20.64802031140278 19.1549798809534    28.0
P011 "2021-08-15 21:00:00" 23.101678660054446 17.442510713936905 21.424361492381628 21.18986470819741 21.78118759294402 17.74168432181449    20.1
P014 "2021-08-15 21:00:00" 39.626583178394085 36.09757945829423 39.328477975091474 37.65616467271151 38.55176013418699 33.32695205821029    44.0
P015 "2021-08-15 21:00:00" 17.070558957997065 12.942482346428104 17.557904828325412 15.864363671140625 15.90364029878952 13.121176568838438    21.0
P026 "2021-08-15 21:00:00" 27.96020640416337 22.493273200190032 23.173938750553063 23.84672186949355 24.09531444835279 26.18423722051497    33.6
P107 "2021-08-15 21:00:00" 18.617636245078344 17.515025878693198 17.987425762384877 16.349605182873823 16.125064508105478 17.240166260119164    20.9
P623 "2021-08-15 21:00:00" 37.376094886650165 39.34322597845727 40.261128199687 40.39649184625205 35.22421810420339 36.29273253694723    39.5
SA46 "2021-08-15 21:00:00" 47.05730740115614 41.94928729643105 41.91528345642398 48.822643883243416 43.74049364274124 39.28559385299496    42.1
TNPP "2021-08-15 21:00:00" 57.664018914386 54.59528690907441 56.1940343369446 55.79165709320821 58.52284913932768 51.59952041638052    56.9
