AZAM "2021-08-16 01:00:00" 37.9785065061964 38.37727132682413 40.69551832769723 37.253462580600775 40.265989226186896 37.206308049951886     39.8
AZBH "2021-08-16 01:00:00" 36.31107346509757 34.357727766515545 35.11882480954131 36.427977525741305 34.55443830081231 32.98215069292371     33.7
AZRV "2021-08-16 01:00:00" 30.48766126095419 19.5835796176328 22.21951018178951 21.10447629116665 21.38375974335803 15.424188324708826     15.8
BIGE "2021-08-16 01:00:00" 28.082186292926327 25.005733436447844 25.87349970602621 25.14636822113115 26.71441442251671 31.06708858208548     16.9
CTI4 "2021-08-16 01:00:00" 22.55831506679168 22.19148647541882 20.680281593318945 19.55143395852742 22.38506836919084 17.978428570279867     17.7
ERAU "2021-08-16 01:00:00" 24.99870851446561 23.93041029869113 25.14542076030556 24.83766077337409 23.524117707437203 23.430627385226288     28.7
KEND "2021-08-16 01:00:00" 29.3422959794691 29.130868980040525 28.24876597398251 28.714552916240024 28.88839119276429 24.186211232620813     33.8
KITT "2021-08-16 01:00:00" 26.94479829293018 28.949346035388324 28.172878987471183 26.38980307309611 27.878088771532955 27.793316980817952     24.6
LUCK "2021-08-16 01:00:00" 30.12040427312987 30.302103840414183 29.389559599679583 29.81206556008867 29.776595617998314 26.43980781338313     36.3
MING "2021-08-16 01:00:00" 24.972717696864763 20.315806349510787 26.101674097026017 24.434266529396147 19.063489220944515 22.59840080511217     22.5
MORT "2021-08-16 01:00:00" 24.10654170637982 21.27019027454597 33.073620087121185 24.13182522173312 20.813267104090222 23.62127679521992     34.2
MUND "2021-08-16 01:00:00" 21.04774222203644 16.708858694802245 22.89991655948091 28.64230808161009 19.59505302863272 20.58694420033716     25.9
P001 "2021-08-16 01:00:00" 47.579215520856856 45.48600061600212 44.8845800786952 47.84817960455042 48.955562385379466 42.74611651793388     49.2
P003 "2021-08-16 01:00:00" 49.62553011301057 44.775314310242734 54.32406786334943 52.201876975061694 50.54426847523534 48.30309954340636     40.6
P004 "2021-08-16 01:00:00" 29.662925988398754 19.322705163489783 22.360949755580464 23.398124044595065 24.236582567386986 27.945513488614925     26.4
P008 "2021-08-16 01:00:00" 15.93677359997739 17.251980158209218 14.584337663444591 15.89923021006348 17.531073388686046 16.77964031684641     21.8
P010 "2021-08-16 01:00:00" 24.773106100897195 26.47620588137883 25.28749422450696 25.13997978366277 25.020418167674286 31.378226289447504     25.4
P011 "2021-08-16 01:00:00" 19.17100793731385 14.060130441098783 13.912561196813511 17.374275971721534 16.688847981049097 16.41676210682696     20.9
P014 "2021-08-16 01:00:00" 34.56692952012869 34.67347274572407 37.301559319578914 33.021849938357086 37.15519609717663 32.297317778259675     36.0
P015 "2021-08-16 01:00:00" 24.936378576793967 18.154711247822306 23.984393385692112 28.31561961789966 24.080271502041285 17.9718305956317     26.9
P026 "2021-08-16 01:00:00" 21.34614137793345 15.62983095273087 16.847376224938422 17.879580730432465 20.6298756059604 20.10656290832149     29.1
P107 "2021-08-16 01:00:00" 24.294003659941502 26.23306845540788 23.72165743443154 24.953749471588345 22.90432753912843 20.6121422970715     20.6
SA46 "2021-08-16 01:00:00" 40.48448427193205 38.305926532491455 39.90058960647745 39.46027682552638 42.86520688111798 38.52316934976493     39.5
TNPP "2021-08-16 01:00:00" 58.61146215012104 56.43912488551125 52.93890080542228 58.63285920020931 60.32374272301272 49.01439410738745     53.5
