AZAM "2021-08-16 06:00:00" 36.56854581821412 32.96506425515149 37.06191880834765 37.34425397830287 33.39834824624431 30.72490541618987     41.1
AZBH "2021-08-16 06:00:00" 42.1058727929655 42.25760320624227 43.24071096674704 41.3008770617234 35.93394550251668 32.73657994302958     41.9
AZRV "2021-08-16 06:00:00" 24.893053752265203 23.96333781822564 23.80020532521549 23.91872147971497 25.260026707642485 26.558480075457226     20.1
BIGE "2021-08-16 06:00:00" 23.83967480820669 16.101795173129055 22.07991999130465 20.560414190474148 15.487173101350834 28.1139876013982     14.7
CTI4 "2021-08-16 06:00:00" 19.88607000886297 18.848249276666543 20.06107578716507 20.48236816389493 20.587886885012285 19.120349663048472     20.8
ERAU "2021-08-16 06:00:00" 24.272240057733928 21.08314779391197 25.089183437734803 23.81920198689064 23.07907053322284 20.123477406430112     29.0
GMPK "2021-08-16 06:00:00" 41.22690277759392 35.97745918971361 43.61846654522873 43.89419016869326 39.75966073574485 38.59512618380235     37.0
KEND "2021-08-16 06:00:00" 28.137386656738027 23.33119759704828 27.872968603665413 27.32051102302821 24.502511877537263 20.59176137184405     32.7
LUCK "2021-08-16 06:00:00" 29.07272047813408 24.613745913822644 29.16096954849715 28.741090701177946 25.229445152710618 22.345135298629163     34.5
MING "2021-08-16 06:00:00" 23.163923322861585 21.98507350525769 22.7800888337566 22.55515643686601 22.793137304493627 21.220579104953643     22.7
MORT "2021-08-16 06:00:00" 23.3456316224171 19.74461676429571 23.49764852162606 22.57764151776626 24.002933784186187 20.421482912278123     29.9
MUND "2021-08-16 06:00:00" 21.49813532409164 22.54927541090788 20.1261550365168 20.698072859752774 19.97502204233801 21.28157442119914     23.5
P001 "2021-08-16 06:00:00" 47.07996103070575 40.926782330559725 43.32331126209036 45.46174438098958 45.16605635409916 40.155609930360384     42.5
P003 "2021-08-16 06:00:00" 50.01765600095817 43.91054153725061 49.38673122269921 49.77045525882709 48.93355507339415 50.432214365784645     42.0
P004 "2021-08-16 06:00:00" 23.143814468906577 23.263552167161023 21.76097680782373 22.247840369964383 21.64562807093168 18.587721377796043     23.6
P008 "2021-08-16 06:00:00" 24.608317648752323 20.58581807771816 25.83774822442148 23.052935799247475 20.93162814825612 14.754609875275635     23.2
P010 "2021-08-16 06:00:00" 29.27176558251176 26.245599586803003 25.888630568310035 28.248576610752387 28.78393943197579 19.12203606717217     29.7
P011 "2021-08-16 06:00:00" 19.04034956628336 18.472052803989246 18.95073450242884 19.58667295663661 17.90274652554934 15.025295287202765     22.9
P014 "2021-08-16 06:00:00" 32.56680644129501 26.52047970034177 34.77711684479584 32.300646095540955 27.10785503062876 29.273340211811643     36.9
P015 "2021-08-16 06:00:00" 24.091509456341065 23.70244981885155 20.61334432533121 20.98480512405285 24.825149848306133 24.73504941814185     23.8
P026 "2021-08-16 06:00:00" 20.777724860980094 14.47235575549612 15.826515846485352 16.570267926523037 16.36050911586893 16.094257635140433     27.8
P107 "2021-08-16 06:00:00" 27.16244949182045 25.600079907112686 22.05151788276896 22.991088656601548 26.770204437112817 18.44998095301126     22.8
P623 "2021-08-16 06:00:00" 43.98970399020977 42.42203462243952 46.31457750215477 43.97009904722224 40.37085360073836 33.4525009486906     42.1
SA46 "2021-08-16 06:00:00" 36.51852576929042 30.26084188980909 37.60762408573507 36.1145198190787 30.5009216702216 38.92747105185489     39.0
TNPP "2021-08-16 06:00:00" 58.21579638292226 55.66106706750835 55.783481239209365 57.08401502264972 55.877156921639866 49.16552907890839     48.0
